,startoftext,person</w>,person</w>,share</w>,kisses</w>,endoftext
frame_531,706824.8391151428,589474.3800163269,590328.3357620239,713392.7345275879,627285.9573364258,702807.3072433472
frame_532,595371.5443611145,638502.0017623901,580053.2102584839,651309.3113899231,746324.896812439,718552.5894165039
frame_533,670949.9359130859,634989.857673645,593175.8284568787,618268.9070701599,713855.6838035583,698873.4006881714
frame_534,670096.8742370605,630589.0679359436,601144.4330215454,710066.1993026733,649325.1919746399,668891.9067382812
frame_535,641055.703163147,628905.2367210388,623726.0103225708,705797.1954345703,618464.9467468262,712164.4020080566
frame_536,635312.2591972351,601486.9213104248,620257.2584152222,632176.8760681152,695653.6769866943,745226.7408370972
frame_537,694505.7511329651,633927.2260665894,588544.9647903442,688254.1179656982,659789.5622253418,665091.9914245605
frame_538,651277.3036956787,610995.0542449951,594020.4858779907,619895.6966400146,731636.4049911499,722288.6085510254
frame_539,665511.6081237793,611446.0825920105,577959.6567153931,666934.1325759888,621215.2242660522,787046.9093322754
frame_540,657273.4713554382,602916.4791107178,572172.5225448608,663991.6896820068,746691.4057731628,687068.1047439575
frame_541,666044.5928573608,633077.3830413818,590349.7934341431,691562.0565414429,682640.1948928833,666439.5928382874
frame_542,617636.6806030273,569971.0249900818,584971.8451499939,694503.8437843323,750025.5107879639,713004.6486854553
frame_543,708006.739616394,603257.3580741882,574965.0597572327,670406.2819480896,700925.5290031433,672552.6452064514
frame_544,655432.1050643921,599847.6147651672,583350.8968353271,690152.2874832153,706051.5284538269,695279.1213989258
frame_545,688208.1031799316,633257.9851150513,579537.7492904663,683540.1654243469,699522.3760604858,646047.2345352173
frame_546,638350.784778595,651758.3727836609,592612.9817962646,700928.6880493164,710244.4767951965,636218.3094024658
frame_547,662913.44165802,638442.9931640625,590463.2806777954,669039.249420166,715409.3980789185,653845.1910018921
frame_548,628281.1164855957,617327.9881477356,592025.9356498718,639361.2623214722,764408.0519676208,688709.2590332031
frame_549,693436.6822242737,613516.2115097046,586772.620677948,667682.0516586304,657900.6910324097,710805.356502533
frame_550,673823.9526748657,619047.6417541504,576549.768447876,686719.4771766663,676347.6133346558,697625.1602172852
frame_551,731964.2901420593,583096.2061882019,606055.0212860107,683841.8245315552,636363.3275032043,824184.2985153198
frame_552,735902.7862548828,648996.3531494141,600693.2854652405,698529.0050506592,681716.6805267334,699666.7385101318
frame_553,651802.659034729,628772.4375724792,602391.4813995361,652083.158493042,764893.7702178955,765561.3422393799
frame_554,652012.7654075623,617086.4701271057,591286.1227989197,670909.7027778625,677199.8405456543,857010.1261138916
frame_555,661829.4715881348,666591.6442871094,597877.9792785645,656043.7679290771,770296.2756156921,712865.8294677734
frame_556,727315.6046867371,616189.5990371704,612160.6826782227,668660.9983444214,767112.7915382385,674065.2322769165
frame_557,678585.946559906,637730.3600311279,608729.2432785034,708891.2725448608,718032.956123352,713535.0704193115
frame_558,616768.8369750977,589232.5043678284,617763.6981010437,661105.4539680481,873965.4421806335,706668.8537597656
frame_559,687784.4333648682,612570.7030296326,592235.4459762573,643208.920955658,724558.4726333618,805146.8729972839
frame_560,641696.1550712585,608152.7471542358,584145.188331604,754287.4813079834,724214.7326469421,753008.6040496826
frame_561,792862.8325462341,605993.6881065369,606693.6254501343,660313.1294250488,648143.2318687439,751498.4607696533
frame_562,756998.0621337891,662250.8764266968,606503.8442611694,669019.341468811,678278.6846160889,692453.9804458618
frame_563,667826.1160850525,647965.1927947998,616795.8974838257,778720.0212478638,663217.7829742432,690979.8383712769
frame_564,723959.5651626587,578300.416469574,569589.1380310059,644054.2340278625,623346.3883399963,667424.3211746216
frame_565,736900.6276130676,669840.8722877502,648029.8638343811,735725.462436676,671124.9351501465,628986.4182472229
frame_566,617906.928062439,582976.222038269,562606.5731048584,605478.048324585,673670.5899238586,764035.7613563538
frame_567,578442.9907798767,568698.2870101929,548538.863658905,636774.7783660889,681419.1937446594,792799.9496459961
frame_568,674612.283706665,628534.0189933777,618716.0015106201,788339.9128913879,640402.2574424744,714900.4936218262
frame_569,711680.8891296387,608253.1809806824,571871.2210655212,703248.143196106,701925.1585006714,768526.3156890869
frame_570,715035.4385375977,609826.6839981079,667549.1333007812,678655.6839942932,677059.0543746948,717378.9143562317
frame_571,696035.2659225464,685132.622718811,605390.0718688965,708447.3371505737,676466.3457870483,694033.145904541
frame_572,630631.2084197998,623685.8367919922,587804.7347068787,688575.4466056824,751407.1464538574,783400.5355834961
frame_573,701766.1333084106,662681.6391944885,656044.5427894592,694572.6871490479,655048.7279891968,695391.1781311035
frame_574,711831.6888809204,634020.0304985046,610657.2151184082,713127.851486206,688863.3370399475,707004.8451423645
frame_575,701491.7135238647,614034.2950820923,613230.4072380066,700749.397277832,698962.926864624,737036.2281799316
frame_576,711360.514163971,675512.0158195496,568704.8435211182,678540.7066345215,773554.8615455627,657831.9072723389
frame_577,631509.6020698547,625707.8647613525,621183.7530136108,637782.2756767273,726790.8453941345,822530.6272506714
frame_578,698011.6367340088,640243.9475059509,560966.0148620605,652032.4945449829,659507.155418396,703180.7899475098
frame_579,674621.9396591187,614343.8816070557,557450.4733085632,654207.2296142578,753578.0668258667,745563.1494522095
frame_580,674029.7079086304,600230.5746078491,579985.7974052429,706304.4309616089,697809.2789649963,807145.1187133789
frame_581,669403.3741950989,600440.5617713928,635096.6095924377,633743.5841560364,801743.8054084778,725076.9734382629
frame_582,728071.8088150024,630015.1348114014,613887.4292373657,650187.4327659607,698595.8814620972,744747.2214698792
frame_583,673409.5215797424,654544.3534851074,568234.0860366821,666116.9528961182,798714.1013145447,704485.8932495117
frame_584,718906.2833786011,620236.0987663269,610749.1850852966,660763.8597488403,689962.7447128296,764886.736869812
frame_585,681108.3555221558,670258.3432197571,610848.1287956238,721324.0265846252,673183.9179992676,708782.1960449219
frame_586,733852.207660675,641998.4102249146,603220.2839851379,658608.7942123413,682875.0967979431,744950.0560760498
frame_587,680833.2204818726,611234.9033355713,604234.9338531494,736929.5358657837,669687.2115135193,762585.1035118103
frame_588,696172.833442688,630863.9049530029,631312.906742096,704077.8398513794,669961.9293212891,733115.3750419617
frame_589,712869.1673278809,630875.1106262207,644333.1241607666,736135.6019973755,665580.8687210083,675711.0953330994
frame_590,706564.8436546326,625811.4576339722,611691.8325424194,712184.8464012146,643665.4329299927,765586.4953994751
frame_591,669506.1326026917,626522.7794647217,630571.7825889587,720271.2297439575,691097.8555679321,727535.1285934448
frame_592,711083.0545425415,636824.8462677002,615486.8602752686,662922.739982605,669026.255607605,770161.0922813416
frame_593,693346.5003967285,664384.126663208,619596.3025093079,676164.8058891296,704505.9204101562,707507.1334838867
frame_594,671491.1460876465,638701.7965316772,606127.4409294128,707592.9045677185,694063.9615058899,747527.6589393616
frame_595,733500.9574890137,604600.6083488464,558203.399181366,630981.0876846313,758207.9172134399,780010.9386444092
frame_596,722191.4529800415,636290.1926040649,644354.3434143066,661508.321762085,684645.8911895752,716514.7066116333
frame_597,659216.4635658264,623312.8309249878,637034.4161987305,680079.1025161743,723522.1266746521,742339.9686813354
frame_598,685464.0245437622,611578.7029266357,606395.6022262573,667881.4888000488,833645.4629898071,660539.5674705505
frame_599,651431.6201210022,661357.3431968689,685318.9468383789,694589.5552635193,682815.4921531677,689991.9509887695
frame_600,720935.1658821106,672495.5439567566,637968.5401916504,743768.6920166016,646815.6576156616,643521.249294281
frame_601,637964.4870758057,607065.4988288879,589353.6806106567,662233.8891029358,822400.152683258,746487.2002601624
frame_602,707484.1260910034,657805.6812286377,625117.5403594971,680323.1239318848,652980.625629425,741793.8709259033
frame_603,657172.2030639648,686269.4621086121,632345.5572128296,661700.4871368408,680412.0540618896,747605.2045822144
frame_604,687136.0540390015,619315.8030509949,603341.0429954529,662436.4852905273,661235.2728843689,832040.1906967163
frame_605,693936.5267753601,632580.6975364685,600896.3584899902,699606.4186096191,646543.6220169067,791941.2851333618
frame_606,701763.4510993958,669297.2183227539,595163.8221740723,697097.0630645752,691248.1188774109,710935.2350234985
frame_607,708866.1193847656,617704.1530609131,603575.4084587097,625097.1555709839,729472.1603393555,780789.9713516235
frame_608,638918.4594154358,628741.5623664856,612337.2316360474,690118.9684867859,733446.5980529785,761942.0289993286
frame_609,659405.3506851196,668932.9743385315,625669.1813468933,677134.3350410461,680396.3780403137,753966.6891098022
frame_610,688859.1051101685,645360.5890274048,610747.9333877563,641006.7677497864,728935.3013038635,750595.211982727
frame_611,688890.0399208069,674158.7519645691,602297.6636886597,698450.0885009766,699494.7791099548,702213.6449813843
frame_612,695897.102355957,635826.7068862915,563453.197479248,694958.8656425476,732137.5608444214,743231.475353241
frame_613,697207.3316574097,654160.4995727539,688662.052154541,663917.1242713928,638574.3021965027,722983.717918396
frame_614,674082.9944610596,644044.6376800537,631233.6325645447,769309.5207214355,693132.5197219849,653701.663017273
frame_615,686494.7080612183,636819.1242218018,622825.026512146,659676.194190979,679877.3407936096,779812.5147819519
frame_616,698921.6804504395,641601.3240814209,606730.9379577637,706714.391708374,700395.3456878662,711141.2882804871
frame_617,665309.5483779907,665609.4789505005,618553.7576675415,670952.320098877,721163.8689041138,723915.9345626831
frame_618,696985.9004020691,615626.4543533325,580744.9221611023,627740.4427528381,763310.5516433716,781096.6968536377
frame_619,706529.3788909912,635777.2946357727,655158.1621170044,712080.717086792,671850.4428863525,684108.8533401489
frame_620,708472.8479385376,650332.5700759888,601447.5226402283,682431.697845459,688901.1859893799,733919.0244674683
frame_621,712552.3090362549,631254.6730041504,647117.6743507385,714350.4023551941,635289.9074554443,724939.8231506348
frame_622,690691.4114952087,664943.0990219116,603125.6318092346,727499.0081787109,688975.1553535461,690270.6623077393
frame_623,691459.3577384949,661502.1228790283,584159.3742370605,662634.1938972473,802946.150302887,662803.7095069885
frame_624,677868.5450553894,638814.7473335266,640830.0399780273,705134.9878311157,656726.0026931763,746130.5856704712
frame_625,698503.851890564,598332.8819274902,586794.5551872253,640198.7075805664,735210.0610733032,806464.8509025574
frame_626,659090.2209281921,619759.9172592163,622608.7808609009,690625.0715255737,728411.6744995117,745009.183883667
frame_627,610129.5351982117,600597.0239639282,576641.4403915405,635542.3927307129,854943.9907073975,787650.5851745605
frame_628,745374.6795654297,662104.7854423523,634150.8626937866,668491.542339325,670536.5180969238,684846.5204238892
frame_629,660305.5000305176,607500.3147125244,587943.0770874023,643853.2471656799,747300.8632659912,818601.9062995911
frame_630,670360.0883483887,659826.0402679443,628074.8248100281,689108.13331604,706123.411655426,712012.3505592346
frame_631,672127.4852752686,630401.0152816772,603707.492351532,703859.806060791,696825.5639076233,758583.5456848145
frame_632,684368.9680099487,603106.7967414856,585667.9081916809,659828.3052444458,742323.3389854431,790209.5913887024
frame_633,703503.429889679,631022.1552848816,598693.9072608948,689611.3753318787,730596.5423583984,712077.4984359741
frame_634,678348.8988876343,663747.0722198486,654650.0325202942,746773.8389968872,650899.7678756714,671085.2980613708
frame_635,664477.1695137024,639987.8859519958,653672.2183227539,716540.8134460449,651847.3625183105,738979.4588088989
frame_636,687291.2049293518,642108.5596084595,600584.6858024597,676479.9952507019,644912.2428894043,814128.1604766846
frame_637,629043.698310852,603013.9923095703,620111.4654541016,623039.0667915344,631225.2283096313,700240.4928207397
frame_638,652049.5414733887,632499.5756149292,548581.9578170776,643873.6319541931,685240.6859397888,644428.6108016968
frame_639,680777.907371521,602701.3659477234,564726.8295288086,641866.3263320923,604141.8313980103,712459.8026275635
frame_640,579854.1307449341,550076.9019126892,542336.9407653809,587534.0104103088,770920.7534790039,775951.2662887573
frame_641,618477.463722229,629662.2157096863,570680.558681488,634649.6343612671,649688.0054473877,703516.1852836609
frame_642,666422.3670959473,588582.5753211975,575932.9199790955,616919.1002845764,678967.1182632446,679849.9822616577
frame_643,632546.1268424988,593160.0332260132,573157.0720672607,619359.1952323914,702638.9241218567,685812.6521110535
frame_644,585234.1651916504,605648.9944458008,581411.8385314941,639968.1568145752,634892.5828933716,759518.2657241821
frame_645,684664.0110015869,613584.1608047485,610315.4420852661,699939.7277832031,732184.4696998596,724817.0375823975
frame_646,617915.5111312866,657351.3150215149,580042.6006317139,682976.245880127,649261.5938186646,619126.7967224121
frame_647,704968.2140350342,687356.2335968018,605986.8335723877,703014.3737792969,676851.6302108765,687327.6233673096
frame_648,635467.2908782959,659773.588180542,611829.1616439819,629762.4707221985,794947.7434158325,733724.6537208557
frame_649,688928.484916687,655787.3487472534,606905.0431251526,714574.0389823914,698038.9356613159,701271.0571289062
frame_650,675694.1676139832,609921.9918251038,645112.0376586914,743947.446346283,669358.6111068726,721470.6540107727
frame_651,620422.1248626709,571425.6763458252,561640.0241851807,615897.8343009949,778792.142868042,658496.2606430054
frame_652,683246.0165023804,651288.6881828308,597850.3823280334,656839.3707275391,679983.7350845337,796296.6561317444
frame_653,715304.0170669556,658809.7810745239,608670.8307266235,751930.4752349854,658551.5737533569,672238.2307052612
frame_654,757007.0028305054,627832.0550918579,639527.440071106,670715.8088684082,687923.0737686157,682499.5875358582
frame_655,741261.9590759277,631850.1830101013,614543.3187484741,643767.9529190063,638906.2404632568,795175.2543449402
frame_656,694375.9322166443,630886.3162994385,599389.7318840027,672960.9966278076,753906.0115814209,713985.9199523926
frame_657,699555.516242981,653839.4689559937,593692.6603317261,669448.6141204834,695071.2203979492,753897.3093032837
frame_658,612280.011177063,622417.0923233032,650975.4657745361,720406.1150550842,728827.2380828857,730599.045753479
frame_659,663463.1752967834,672651.9465446472,699261.7845535278,696926.3553619385,696984.5294952393,636217.1173095703
frame_660,619171.0829734802,625642.5380706787,630553.7223815918,728700.2801895142,762921.392917633,698515.8324241638
frame_661,638053.4172058105,572646.4986801147,535847.0678329468,603052.3180961609,715764.7609710693,741309.9408149719
frame_662,642668.9624786377,610538.9595031738,572430.0742149353,670141.339302063,620989.6802902222,689905.047416687
frame_663,670373.4993934631,613104.3434143066,600386.6195678711,617693.5434341431,646537.6615524292,658578.4554481506
frame_664,639132.4400901794,593722.7010726929,594500.6608963013,686406.0163497925,715356.2903404236,577555.9544563293
frame_665,729383.2898139954,667972.7435112,634125.8883476257,711358.7260246277,631069.8986053467,691594.3026542664
frame_666,693081.9749832153,631187.6773834229,602665.9607887268,655099.2727279663,677550.196647644,805919.8260307312
frame_667,668136.2390518188,613891.6015625,617304.1462898254,681774.377822876,734751.8801689148,749646.6040611267
frame_668,651895.9999084473,685973.8826751709,627789.4973754883,659797.6088523865,717777.1329879761,722270.7867622375
frame_669,628028.2735824585,632866.7402267456,604306.9362640381,655078.9475440979,830136.9547843933,715086.9369506836
frame_670,669402.1821022034,621344.0895080566,649930.0599098206,707843.8997268677,674717.4263000488,742267.2510147095
frame_671,718477.1299362183,727362.0367050171,602320.5518722534,684176.3257980347,661175.549030304,671993.3748245239
frame_672,628089.427947998,639440.2980804443,624296.5459823608,666005.1345825195,688489.9735450745,819183.5880279541
frame_673,693382.203578949,652041.7928695679,631687.9391670227,746425.6882667542,617843.508720398,724123.7163543701
frame_674,690588.7722969055,713663.3992195129,578696.4297294617,641521.5134620667,772645.8311080933,668388.9627456665
frame_675,702284.6341133118,672312.5576972961,636025.1903533936,696200.2515792847,632012.0096206665,726670.1459884644
frame_676,731350.839138031,606010.377407074,591167.5095558167,636183.500289917,764204.1444778442,736588.5376930237
frame_677,664287.8651618958,603952.2290229797,633226.0370254517,729399.4426727295,733121.5143203735,701517.8203582764
frame_678,714324.414730072,671464.6816253662,623129.8446655273,694174.7665405273,674280.047416687,688131.0939788818
frame_679,657696.6643333435,621262.9079818726,593297.4815368652,657575.3688812256,717116.8923377991,818555.6530952454
frame_680,678721.9047546387,641291.2607192993,615777.6117324829,742869.49634552,664582.3121070862,722262.3229026794
frame_681,717590.6896591187,628932.4760437012,584866.1065101624,661895.3943252563,752310.6336593628,719909.5487594604
frame_682,783796.6084480286,674792.7665710449,609842.3600196838,639527.9765129089,665472.4478721619,692072.7491378784
frame_683,661288.6190414429,643719.494342804,626767.8737640381,704494.9531555176,704464.6143913269,724769.2942619324
frame_684,711890.1014328003,640059.2923164368,606978.4164428711,642188.310623169,702126.8606185913,762261.8675231934
frame_685,689602.9114723206,674557.5070381165,593044.3406105042,658873.5580444336,692872.4646568298,756554.126739502
frame_686,573998.8684654236,521412.1341705322,472514.92738723755,575338.8404846191,590386.2714767456,525406.4202308655
frame_687,622434.3180656433,513441.3242340088,506918.0727005005,524497.0321655273,560527.6823043823,612580.5974006653
frame_688,564733.8628768921,530545.711517334,515160.79902648926,612238.6455535889,544996.976852417,572723.0310440063
frame_689,595729.7086715698,565297.8420257568,483199.00035858154,553638.9946937561,540043.3540344238,602490.1866912842
frame_690,477612.37621307373,460025.48933029175,438866.3172721863,535623.1331825256,639120.7575798035,563422.8587150574
frame_691,501450.777053833,484157.2344303131,471181.9887161255,504714.4293785095,503085.4940414429,650081.0384750366
frame_692,536301.2552261353,491924.4349002838,441203.20677757263,532174.825668335,519056.85663223267,594010.3530883789
frame_693,473259.68742370605,459640.59233665466,413411.2596511841,478831.58922195435,674796.1044311523,614731.6694259644
frame_694,561992.7048683167,545195.5795288086,482903.4209251404,601304.0542602539,564968.5859680176,616313.5766983032
frame_695,555625.6175041199,457788.22898864746,427930.1166534424,581470.0126647949,509972.57232666016,581884.3841552734
frame_696,518513.2026672363,491741.5380477905,468617.14124679565,507006.9432258606,496320.903301239,632471.2038040161
frame_697,485643.2378292084,479323.0891227722,469981.1041355133,593515.7537460327,507754.26626205444,578453.4811973572
frame_698,512364.86434936523,462272.4652290344,408648.8485336304,517424.88145828247,582738.8167381287,631221.0559844971
frame_699,568880.7964324951,489834.36822891235,452189.50510025024,559394.2999839783,519869.68517303467,524502.3965835571
frame_700,527337.4319076538,493102.16307640076,469755.29193878174,516985.05878448486,535024.881362915,572466.1350250244
frame_701,472300.1718521118,495498.8360404968,488072.93176651,508284.68799591064,519099.47395324707,631414.8902893066
frame_702,543727.2787094116,452824.80120658875,458677.9475212097,483550.0717163086,647024.0354537964,528866.8274879456
frame_703,489118.8442707062,481402.724981308,482311.1891746521,578278.8991928101,532991.4093017578,550567.8653717041
frame_704,554810.106754303,468590.3191566467,409548.46143722534,520897.15003967285,610049.6053695679,550775.2895355225
