,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_311,144334.3609571457,119028.90354394913,114962.45115995407,115993.62641572952,120042.27936267853,123838.26822042465,115499.74977970123,146300.34565925598
frame_312,140470.04282474518,119533.65057706833,113560.14013290405,114600.50940513611,116674.19970035553,121603.63793373108,117369.80080604553,156188.04097175598
frame_313,136964.8575782776,121316.45530462265,114058.68083238602,114785.78299283981,117554.4261932373,127530.11286258698,117116.89829826355,150672.74868488312
frame_314,141730.07011413574,119904.45107221603,112909.4511270523,112722.7172255516,115510.70958375931,120092.45902299881,117679.29047346115,159450.85883140564
frame_315,146153.2562971115,121330.59650659561,113337.88186311722,113815.59818983078,117201.87216997147,123409.81513261795,117499.97735023499,147250.9801387787
frame_316,145290.24064540863,120686.836540699,114211.57419681549,113977.26833820343,116608.46322774887,122145.31004428864,119251.10965967178,147829.18989658356
frame_317,141683.6678981781,117241.5167093277,114740.80383777618,113800.2946972847,116684.23563241959,124648.23573827744,117384.86588001251,153816.357254982
frame_318,129993.57283115387,120348.52057695389,113718.10734272003,113391.10136032104,118713.58752250671,122702.65072584152,118447.15476036072,162685.27507781982
frame_319,135494.51529979706,118491.84334278107,113100.90869665146,113971.94862365723,117559.22436714172,122579.93221282959,117661.63259744644,161140.00976085663
frame_320,140435.29331684113,119798.52616786957,114927.82831192017,113657.1541428566,117235.34017801285,120308.14588069916,118778.7652015686,154858.97660255432
frame_321,135132.35747814178,120843.85007619858,114551.70065164566,114610.2324128151,116798.59459400177,123039.82675075531,119939.28253650665,155084.19275283813
frame_322,136634.54353809357,119329.21409606934,113598.65963459015,111460.90179681778,115440.52511453629,122007.74252414703,116719.01494264603,164809.4207048416
frame_323,144899.20437335968,116101.35436058044,113734.4166636467,113707.90749788284,115350.66366195679,124272.1825838089,118107.05810785294,153827.17549800873
frame_324,137070.50681114197,121072.95542955399,113789.72232341766,112098.3213186264,116527.80324220657,127551.97286605835,115498.21496009827,156390.5030488968
frame_325,135237.38086223602,117768.19825172424,113536.2833738327,113275.79617500305,115191.39260053635,120129.60016727448,119201.13861560822,165660.14289855957
frame_326,142995.84925174713,120457.4778676033,114904.13546562195,114179.71551418304,120258.97204875946,126102.7604341507,119478.14375162125,141622.93076515198
frame_327,139076.6203403473,116687.14135885239,113795.23575305939,114871.60623073578,118369.47500705719,128161.14723682404,118239.67099189758,150799.06582832336
frame_328,143470.43633460999,120076.35831832886,113976.53818130493,115011.15560531616,116496.0265159607,120734.28183794022,117445.64771652222,152789.6374464035
frame_329,138430.77421188354,117548.1230020523,113329.23918962479,112795.96388339996,117088.83941173553,123682.74480104446,118760.05679368973,158364.26615715027
frame_330,137900.1885652542,122276.23909711838,114235.42350530624,113811.35880947113,115419.20155286789,122986.47314310074,117794.2082285881,155576.97415351868
frame_331,141240.37325382233,116744.764149189,113875.20283460617,114708.98985862732,115589.06733989716,117787.89758682251,119224.28756952286,160829.39505577087
frame_332,141964.80810642242,121909.02978181839,114532.30679035187,114084.52689647675,117536.68636083603,127146.36325836182,118901.14843845367,143925.16016960144
frame_333,140995.3236579895,121176.1012673378,114757.9476237297,115341.75276756287,116297.37168550491,122481.13751411438,118526.91322565079,150423.46715927124
frame_334,144157.42456912994,120704.36775684357,113933.59303474426,114334.44172143936,120176.91135406494,125073.35841655731,117686.6963505745,143933.2515001297
frame_335,146700.4269361496,117539.80815410614,112986.33366823196,114391.36415719986,119275.66677331924,123328.10461521149,116980.52287101746,148797.73557186127
frame_336,134480.99792003632,116260.05917787552,113697.49903678894,113578.49836349487,117368.54910850525,125051.49841308594,119853.13147306442,159709.70690250397
frame_337,136052.98101902008,118154.25008535385,113097.54848480225,113095.57408094406,117417.03003644943,122932.88111686707,118519.3657875061,160730.37683963776
frame_338,138057.4107170105,117083.25147628784,112726.86719894409,114231.638610363,118715.800344944,122044.20566558838,117212.80217170715,159927.96421051025
frame_339,137992.81418323517,116042.95670986176,113422.7141737938,112004.6004652977,117493.11536550522,121803.30604314804,118103.37752103806,163137.13788986206
frame_340,139240.47350883484,122334.13010835648,113935.24706363678,112315.40143489838,116549.40247535706,125580.45983314514,116721.77165746689,153323.08411598206
frame_341,138177.97601222992,117484.24172401428,113055.31114339828,113224.71499443054,116953.49961519241,120691.4559006691,117983.44552516937,162429.3327331543
frame_342,141208.84239673615,116156.54826164246,114698.72295856476,113394.47647333145,115948.45354557037,119865.69315195084,123968.15419197083,154759.13882255554
frame_343,137311.74170970917,115588.43404054642,114015.20669460297,112957.03053474426,117634.66894626617,123939.8792386055,117111.2209558487,161441.78807735443
frame_344,134028.1367301941,118873.34287166595,112928.8449883461,112669.88515853882,116756.07413053513,123232.27524757385,116905.65198659897,164605.7963371277
frame_345,145222.4850654602,115934.66252088547,113947.37660884857,113938.93510103226,118690.72169065475,122655.13092279434,115252.36070156097,154358.28268527985
frame_346,140136.64424419403,120897.85933494568,113578.98265123367,115171.11212015152,117943.07082891464,125942.8858757019,119831.05540275574,146498.36719036102
frame_347,135038.73348236084,117364.88342285156,115112.97523975372,114055.40257692337,118387.3787522316,130100.36945343018,117379.65792417526,152560.62150001526
frame_348,147455.3644657135,120149.1728425026,114060.26035547256,114544.5853471756,117053.5683631897,121893.11534166336,118332.46052265167,146511.55471801758
frame_349,136498.24261665344,128185.48083305359,113594.36810016632,113561.21301651001,115453.04208993912,119416.31883382797,122079.20849323273,151212.11111545563
frame_350,132198.12512397766,119646.87705039978,115770.28036117554,114594.10190582275,117879.30130958557,125201.00176334381,117842.84561872482,156867.41471290588
frame_351,147364.82501029968,125026.22604370117,112546.68980836868,112180.55337667465,119971.6180562973,120990.44770002365,116809.48734283447,145110.1303100586
frame_352,139332.97991752625,121704.62310314178,114114.99977111816,113402.48584747314,117513.31388950348,124692.75295734406,117872.14130163193,151366.75536632538
frame_353,150155.76779842377,116621.10686302185,112971.49956226349,112555.51129579544,115203.41038703918,118538.52868080139,117730.79633712769,156223.326921463
frame_354,135221.31741046906,118948.23610782623,114207.9010605812,112895.63030004501,117163.43462467194,126558.97438526154,118077.81457901001,156926.64682865143
frame_355,138617.26224422455,118792.98835992813,115605.6821346283,116502.5606751442,118525.11763572693,127267.45009422302,117668.97141933441,147019.93763446808
frame_356,134450.2419233322,124318.24207305908,114990.83042144775,115114.13007974625,119493.11941862106,123521.38757705688,118784.74056720734,149327.29303836823
frame_357,146988.22796344757,116912.78964281082,112147.34613895416,112652.2570848465,115269.10215616226,122367.28519201279,120570.45102119446,153092.54825115204
frame_358,137053.66849899292,119466.6251540184,114782.4376821518,113209.98519659042,116940.9230351448,121978.85662317276,120294.45916414261,156273.0222940445
frame_359,136924.8330593109,116137.15440034866,112860.94039678574,112489.07446861267,115083.40388536453,122031.28635883331,117994.14455890656,166479.2001247406
frame_360,147352.02491283417,118465.92277288437,114464.45435285568,113243.31164360046,116439.54366445541,123563.22258710861,115794.01791095734,150677.45745182037
frame_361,143252.6260614395,121314.61501121521,115029.43187952042,114333.66686105728,119014.02473449707,127738.78872394562,118330.28495311737,140986.5915775299
frame_362,147650.46536922455,119160.2572798729,113546.82594537735,114256.04671239853,116497.91896343231,127489.98403549194,116571.89577817917,144826.62081718445
frame_363,138192.44503974915,117391.75021648407,113584.67489480972,113965.2207493782,116346.3443517685,122625.64897537231,120015.88940620422,157877.98166275024
frame_364,139217.7939414978,123874.88037347794,113582.73029327393,114606.19419813156,119560.45776605606,125964.82038497925,120545.1563000679,142647.99654483795
frame_365,150094.34521198273,118689.68605995178,114892.01337099075,113046.88453674316,113614.96150493622,117671.88459634781,117907.3378443718,154082.93902873993
frame_366,134950.32489299774,124211.3932967186,114016.8160200119,113222.3904132843,117227.83744335175,129017.08483695984,117401.68929100037,149952.4563550949
frame_367,139224.72298145294,118126.5115737915,113299.22080039978,113886.87789440155,116930.01538515091,124558.15821886063,117772.28116989136,156202.22687721252
frame_368,141330.33156394958,119246.54990434647,113076.98488235474,112705.41697740555,116207.7784538269,124460.93559265137,117166.22859239578,155805.7814836502
frame_369,142096.48966789246,121624.46975708008,113458.0671787262,113567.40444898605,117927.78223752975,123478.27851772308,116755.08320331573,151092.41008758545
frame_370,133456.91561698914,123731.3449382782,116393.26810836792,114460.61730384827,118409.8869562149,127373.79968166351,117492.26599931717,148681.92374706268
frame_371,137916.1924123764,121585.45106649399,113701.52235031128,113073.85563850403,116736.38969659805,122424.45349693298,118223.11580181122,156339.00463581085
frame_372,135285.28809547424,119626.53696537018,113233.65569114685,114114.63469266891,118401.74347162247,127732.2769165039,120354.95042800903,151250.9435415268
frame_373,148494.46713924408,115553.08848619461,112994.39519643784,112609.84092950821,114616.259932518,119282.19348192215,115710.86198091507,160738.90030384064
frame_374,141893.3868408203,117887.25107908249,113765.47068357468,114798.29251766205,116319.78303194046,121305.72646856308,120082.25917816162,153947.77059555054
frame_375,142069.19074058533,115414.79080915451,113864.58575725555,113851.45038366318,116936.69855594635,116806.32084608078,116759.15867090225,164297.81913757324
frame_376,140647.69446849823,119115.73261022568,115577.06445455551,113232.32203722,118285.29834747314,125565.60337543488,115683.10111761093,151893.16868782043
frame_377,134972.0060825348,119417.9356098175,114638.94695043564,112856.29868507385,117630.0197839737,119346.2535738945,119810.36514043808,161328.15182209015
frame_378,141865.1044368744,117728.13647985458,115743.84570121765,112685.04709005356,114640.32530784607,121948.67432117462,117811.6723895073,157577.18682289124
frame_379,151681.64670467377,116999.2908835411,114112.35481500626,114160.59732437134,113683.50684642792,117581.62081241608,117555.55868148804,154225.4537343979
frame_380,141310.11068820953,117754.10175323486,113101.31847858429,113122.97731637955,118081.03322982788,124107.89728164673,118203.20039987564,154319.31614875793
frame_381,133476.68945789337,115412.00429201126,113631.39748573303,115417.39851236343,116505.03426790237,127133.98039340973,119410.9097123146,159012.5858783722
frame_382,151228.72591018677,120664.71576690674,114295.23676633835,113024.33907985687,116947.7328658104,123648.40507507324,116673.90167713165,143517.01736450195
frame_383,134784.17694568634,121633.05282592773,114741.16891622543,114143.76646280289,118704.63192462921,124380.34266233444,120784.4391465187,150828.42111587524
frame_384,140312.03091144562,121788.08450698853,112734.86912250519,113495.8416223526,117128.20827960968,121576.54017210007,119100.95065832138,153863.51943016052
frame_385,137252.3009777069,118954.79261875153,113485.1798415184,115030.71337938309,119001.08307600021,128816.11287593842,117970.36230564117,149489.4176721573
frame_386,136262.4317407608,117932.46865272522,113276.99571847916,112379.20820713043,116238.18427324295,121758.02141427994,117386.89988851547,164765.74540138245
frame_387,143208.22060108185,116632.78937339783,113265.87200164795,111736.84149980545,114447.30311632156,121522.61286973953,116905.53277730942,162280.8426618576
frame_388,139805.74905872345,118736.04357242584,112684.78631973267,112959.96606349945,116865.44865369797,120332.53908157349,115565.39684534073,163050.02570152283
frame_389,136994.46618556976,116755.61964511871,114346.35519981384,112367.62255430222,117499.96989965439,125082.17990398407,118595.52562236786,158358.27589035034
frame_390,142173.08163642883,116405.82978725433,115004.78535890579,114824.7942328453,115882.44140148163,121513.35179805756,120371.81854248047,153823.8823413849
frame_391,138824.4330883026,120481.91577196121,114598.1177687645,113571.61402702332,116294.87574100494,122555.94879388809,119077.09389925003,154596.0307121277
frame_392,142467.61798858643,116438.23236227036,114096.35841846466,116302.16240882874,117537.12594509125,117898.69517087936,117866.30749702454,157393.50020885468
frame_393,144769.92189884186,120037.91332244873,115027.56923437119,113145.34395933151,117240.98026752472,123823.42666387558,116884.64879989624,149070.18840312958
frame_394,145090.16275405884,118551.53739452362,115469.2992568016,115130.93113899231,115836.76934242249,120046.74971103668,119811.64664030075,150062.9484653473
frame_395,137321.5913772583,118898.6524939537,112367.26492643356,112447.65669107437,118433.35628509521,126831.3080072403,118211.7909193039,155488.35694789886
frame_396,138081.66980743408,117438.88258934021,113576.22593641281,111630.68562746048,116327.85201072693,122601.77731513977,119380.48154115677,160962.37301826477
frame_397,144675.0909090042,120035.7899069786,113753.00586223602,112340.32362699509,117898.16617965698,126189.02325630188,118179.61931228638,146929.0256500244
frame_398,135368.15345287323,118110.5226278305,114111.42349243164,112613.68542909622,119319.88596916199,123894.93733644485,116388.07505369186,160193.3240890503
frame_399,135258.09347629547,118649.28901195526,113122.71654605865,115501.69438123703,115876.90562009811,124225.09491443634,121662.63908147812,155703.51481437683
frame_400,136316.9550895691,118139.40852880478,113083.17631483078,112535.65549850464,116461.56758069992,126052.55842208862,118250.73510408401,159159.92856025696
frame_401,144959.64348316193,118399.27732944489,113607.80894756317,113207.22103118896,117685.50425767899,127796.15819454193,115299.33661222458,149045.02034187317
frame_402,136322.37911224365,115810.85622310638,113450.38563013077,114256.55335187912,117265.59698581696,120490.08905887604,120315.93918800354,162088.18554878235
frame_403,137058.73489379883,117539.35366868973,114074.48351383209,113960.8770608902,118154.88338470459,122075.08832216263,118963.17452192307,158173.38228225708
frame_404,133393.5707807541,124631.8370103836,115171.47719860077,113481.0745716095,119217.09775924683,128078.3861875534,121228.85882854462,144797.6678609848
frame_405,137130.2753686905,121530.39872646332,113870.80699205399,115666.55337810516,118513.68844509125,128307.84916877747,118657.30583667755,146323.11463356018
frame_406,135734.27498340607,116949.46140050888,114416.78553819656,114391.2523984909,118124.40305948257,122523.92619848251,119989.96138572693,157869.97973918915
frame_407,130856.7225933075,122795.06027698517,115206.98666572571,112872.43664264679,117217.45878458023,127595.66307067871,117903.05376052856,155552.6703596115
frame_408,136898.11527729034,117535.799741745,114574.34296607971,114004.81313467026,117925.85253715515,123606.86808824539,117819.3986415863,157634.77981090546
frame_409,149512.6038789749,123080.80494403839,113070.99461555481,112199.97704029083,114087.73064613342,120832.85301923752,115258.45527648926,151956.61783218384
frame_410,137845.65031528473,116880.17100095749,114108.5997223854,114386.24560832977,122202.567756176,122921.10919952393,119225.06242990494,152430.59396743774
frame_411,146062.53802776337,120567.47823953629,114231.92173242569,112993.38936805725,118996.70958518982,124988.31748962402,119349.18165206909,142810.46390533447
frame_412,152660.71259975433,121978.38723659515,115340.00188112259,116511.42686605453,120242.84899234772,120770.52146196365,118586.80099248886,133909.27016735077
frame_413,130872.59232997894,119815.75936079025,113468.20741891861,114056.25194311142,118367.44844913483,123018.5404419899,118570.11169195175,161831.0809135437
frame_414,141630.47075271606,122240.73708057404,115746.23733758926,113755.90413808823,116530.58975934982,119317.09200143814,119027.23461389542,151751.71196460724
frame_415,135266.31891727448,118984.3937754631,117427.5130033493,114375.79244375229,119644.1650390625,126804.91805076599,120179.77982759476,147317.0816898346
frame_416,150703.90701293945,117126.39778852463,112969.31654214859,112536.34840250015,115682.31880664825,124690.60719013214,116467.45353937149,149823.6507177353
frame_417,139253.12459468842,119157.8358411789,113338.53006362915,114817.83539056778,117794.07411813736,124872.94524908066,119730.01807928085,151035.6068611145
frame_418,143505.46896457672,121762.57371902466,115240.11939764023,114916.77910089493,118523.21028709412,124729.06708717346,118960.39545536041,142362.3412847519
frame_419,144552.8119802475,123777.66519784927,114008.29255580902,113447.85988330841,118779.9945473671,122189.07475471497,118271.38811349869,144972.93531894684
frame_420,135012.52233982086,121456.77208900452,116969.67482566833,113547.04201221466,120395.02710103989,120963.58090639114,119118.07954311371,152537.2564792633
frame_421,135094.2701101303,119517.92985200882,114705.1453590393,113577.74585485458,118546.67216539383,119439.19211626053,119872.00379371643,159247.05564975739
frame_422,141408.19013118744,119261.16794347763,113672.07020521164,114905.2232503891,119119.3014383316,124368.63034963608,118971.25095129013,148294.16573047638
frame_423,136088.3116722107,117928.75826358795,115314.11856412888,113522.44019508362,117117.93392896652,130993.57485771179,117242.93231964111,151791.90039634705
frame_424,139622.18165397644,116263.41193914413,114149.0638256073,114295.46028375626,118599.18385744095,122089.30402994156,122402.89151668549,152578.53269577026
frame_425,133350.20840168,121682.92701244354,113628.48430871964,115154.4377207756,120056.69623613358,130425.52769184113,119249.80580806732,146451.9500732422
frame_426,139027.81903743744,126139.68551158905,114369.74257230759,113598.81609678268,121745.9961771965,125710.6214761734,120648.26488494873,138759.01699066162
frame_427,138370.93114852905,118246.26475572586,114630.23722171783,114499.94146823883,117594.11543607712,119997.41196632385,118154.28733825684,158506.76596164703
frame_428,145990.5207157135,117221.1691737175,113880.18727302551,112880.99735975266,116977.10305452347,119082.47321844101,118019.57339048386,155948.01306724548
frame_429,133278.80203723907,121677.43593454361,113244.77940797806,112267.68046617508,119623.27361106873,126277.68516540527,117932.17062950134,155698.18019866943
frame_430,142461.47871017456,119701.24393701553,114671.02915048599,114172.92058467865,119450.07741451263,123521.20131254196,119451.75379514694,146570.26529312134
frame_431,130321.29406929016,117585.6813788414,115666.73964262009,113953.88841629028,117209.26314592361,123420.52906751633,117710.35939455032,164132.2523355484
frame_432,139444.39589977264,118349.67136383057,116311.62464618683,113106.09430074692,118054.02487516403,125336.15529537201,120665.7662987709,148732.2896718979
frame_433,134728.0889749527,120839.21581506729,113710.69401502609,113369.49467658997,118201.3526558876,124453.97675037384,116553.05325984955,158144.07169818878
frame_434,142689.42177295685,117169.73036527634,114158.83153676987,113178.38728427887,116462.84908056259,123667.06132888794,119302.19829082489,153371.46818637848
frame_435,144736.33468151093,119598.1577038765,115141.95799827576,113483.54816436768,117288.44791650772,129613.7273311615,119058.32588672638,141079.48541641235
frame_436,136300.7426261902,121821.45565748215,114121.74254655838,114206.9473862648,118750.661611557,122041.22543334961,118150.44283866882,154606.74464702606
frame_437,138079.9561738968,121940.63514471054,114143.34923028946,112552.6949763298,117236.9047999382,123316.80208444595,119639.14334774017,153090.50679206848
frame_438,137650.0278711319,123141.50482416153,112660.22175550461,112514.78642225266,115817.48723983765,123592.27240085602,118503.47369909286,156120.24068832397
frame_439,135778.5165309906,118112.08724975586,113542.13207960129,114699.5797753334,116915.263235569,121391.79557561874,118135.2362036705,161425.45640468597
frame_440,141554.6089410782,117663.77091407776,113688.43913078308,112542.47277975082,118072.58427143097,124946.728348732,120042.94246435165,151488.4978532791
frame_441,136211.52937412262,120409.19065475464,115568.67510080338,115078.27043533325,116352.43147611618,120846.19700908661,117130.71912527084,158403.03897857666
frame_442,130201.26521587372,121937.65491247177,113632.4554681778,113037.70542144775,115284.59191322327,122064.10616636276,118890.71762561798,164951.53307914734
frame_443,132086.70914173126,119794.61461305618,114330.87289333344,113630.81634044647,119308.240711689,126799.35991764069,119636.52819395065,154412.83583641052
frame_444,131587.14771270752,119349.8820066452,114710.88230609894,112795.47214508057,116801.29170417786,125269.51730251312,116471.98349237442,163013.756275177
frame_445,142063.79652023315,121323.80902767181,114664.7185087204,113871.94693088531,115698.62812757492,119556.4717054367,118824.76508617401,153995.90134620667
frame_446,142892.94183254242,118105.54563999176,113011.6730928421,112980.6935787201,117065.80966711044,122290.65597057343,118265.70332050323,155386.95454597473
frame_447,136878.78847122192,119943.38035583496,114655.66605329514,113438.48705291748,116634.19008255005,122985.05753278732,117423.23637008667,158041.19408130646
frame_448,145331.82978630066,117146.20143175125,113423.79450798035,113793.84249448776,116847.65666723251,123558.83419513702,121829.95676994324,148067.8915977478
frame_449,136522.74012565613,115145.88445425034,113034.23345088959,114682.19012022018,118159.4431400299,125208.49704742432,118407.89765119553,158839.10655975342
frame_450,138418.97249221802,115677.91551351547,113649.07771348953,114324.1673707962,118532.2254896164,123100.70544481277,116640.32936096191,159656.62896633148
frame_451,130379.85563278198,117187.16472387314,115114.86023664474,114852.30177640915,118375.43547153473,126674.19016361237,119536.1465215683,157880.0231218338
frame_452,142926.52904987335,124122.88039922714,113617.30098724365,114144.68288421631,115813.21060657501,126966.04430675507,116339.28120136261,146070.04821300507
frame_453,136390.92445373535,117419.38441991806,115508.67557525635,115215.27171134949,118157.31972455978,122293.17426681519,119174.45808649063,155840.81411361694
frame_454,132558.98654460907,118899.93399381638,114550.6203174591,114031.07643127441,115554.27312850952,123016.05194807053,118126.42961740494,163262.60566711426
frame_455,142862.60306835175,118143.36478710175,114742.99430847168,114295.04305124283,115808.27832221985,120623.45445156097,118606.67169094086,154917.59777069092
frame_456,133899.94204044342,119075.17910003662,115065.71620702744,113764.75542783737,119445.86783647537,128187.70110607147,119893.94575357437,150666.80312156677
frame_457,136450.51419734955,120268.0766582489,113187.63345479965,112612.09845542908,116768.27073097229,120840.9070968628,118351.9959449768,161520.54071426392
frame_458,134333.7446451187,124041.5871143341,114453.46474647522,114280.3356051445,116499.49848651886,123149.94633197784,118988.82687091827,154252.5291442871
frame_459,140919.19362545013,120603.17397117615,113714.87379074097,114127.00265645981,115570.8059668541,122417.04016923904,119058.16197395325,153589.78509902954
frame_460,138870.19455432892,120056.44291639328,112833.32854509354,112845.92747688293,116580.7768702507,122501.36584043503,117611.39333248138,158700.57046413422
frame_461,135768.6221599579,121659.51728820801,114634.6777677536,114569.23186779022,113816.80518388748,121941.01512432098,117666.17745161057,159943.92335414886
frame_462,143925.78601837158,121531.59081935883,114571.53409719467,112456.42602443695,116477.63848304749,123883.04620981216,115553.09593677521,151600.9271144867
frame_463,144837.1261358261,120031.6995382309,115490.57066440582,114137.04603910446,117284.09677743912,122861.68336868286,117292.69474744797,148065.10508060455
frame_464,147374.1978406906,114972.97137975693,114068.29953193665,113329.04547452927,116029.25509214401,119215.86841344833,118224.65807199478,156785.7265472412
frame_465,139058.4111213684,117086.44032478333,112629.98729944229,112583.87565612793,119960.62099933624,126447.87132740021,121005.28925657272,151227.4444103241
frame_466,131607.57720470428,115735.9778881073,114591.20362997055,113721.8251824379,118421.31614685059,125713.55700492859,120134.55480337143,160073.99559020996
frame_467,137994.14038658142,126530.33435344696,114835.76893806458,112741.70130491257,117814.19813632965,122245.6842660904,117699.2729306221,150138.91458511353
frame_468,137494.22132968903,119372.18904495239,113848.2317328453,114209.54018831253,117288.19459676743,126304.04531955719,117663.97953033447,153819.62060928345
frame_469,142620.07176876068,118924.23033714294,115363.67237567902,116112.54513263702,116880.53607940674,125745.0133562088,116948.64928722382,147405.34126758575
frame_470,142423.0933189392,116123.76570701599,114910.7962846756,114767.29810237885,120312.30330467224,129031.9561958313,119575.31422376633,142855.4654121399
frame_471,151577.1746635437,114547.18559980392,111950.41984319687,111866.45179986954,114196.7847943306,117964.60300683975,117019.79488134384,160877.5407075882
frame_472,141299.96299743652,121194.48184967041,114578.36627960205,113395.99639177322,118598.14077615738,123296.8121767044,117330.8715224266,150305.40525913239
frame_473,133536.6666316986,120068.2669878006,115698.85164499283,115597.28533029556,120069.25791501999,135896.9360589981,120269.08993721008,138863.65294456482
frame_474,143853.24716567993,116526.90917253494,113077.13389396667,112298.42156171799,114587.9179239273,117364.63755369186,116366.96010828018,165924.8024225235
frame_475,144674.55446720123,116618.37249994278,112100.23611783981,113204.51647043228,117927.186191082,121809.28140878677,121090.08431434631,152575.7759809494
frame_476,147622.88331985474,119378.90201807022,114645.8089351654,113797.96266555786,119042.69456863403,124262.09449768066,118283.33884477615,142966.31515026093
frame_477,137724.48897361755,115251.85406208038,113105.56530952454,110982.66392946243,114871.63603305817,119438.24589252472,117346.10050916672,171279.51979637146
frame_478,141935.89985370636,124037.7128124237,113795.85415124893,112812.22105026245,116484.634578228,124277.18192338943,119937.69556283951,146718.77026557922
frame_479,132351.50277614594,119497.06822633743,114740.55796861649,113896.22837305069,119495.7122206688,128031.49223327637,117815.12200832367,154172.31619358063
frame_480,142373.62146377563,115662.44810819626,116484.30675268173,113248.76546859741,121677.7041554451,126296.49043083191,118586.74883842468,145669.96693611145
frame_481,135052.1594285965,120991.99742078781,114185.60892343521,112859.5694899559,116358.56330394745,124307.5355887413,117288.12009096146,158956.45320415497
frame_482,140242.39778518677,117997.51967191696,114432.70742893219,113469.82419490814,117724.00140762329,125518.88823509216,117383.10754299164,153231.54628276825
frame_483,140587.28516101837,118888.65381479263,115082.71843194962,113470.76296806335,117826.01475715637,126314.35692310333,117161.96686029434,150668.27833652496
frame_484,146541.44644737244,124158.32281112671,113915.60733318329,112978.2423377037,114080.2726149559,123807.33340978622,122337.40091323853,142181.3666820526
frame_485,146599.8739004135,116408.89197587967,114923.70069026947,113555.01413345337,117444.89520788193,127099.21598434448,117354.79533672333,146613.65747451782
frame_486,148811.77246570587,116598.06966781616,113745.60743570328,113477.37908363342,116372.94292449951,118699.37926530838,117953.15891504288,154341.6529893875
frame_487,141429.8415184021,117720.96157073975,112188.74156475067,111491.6205406189,117310.46438217163,122831.19559288025,118555.67246675491,158471.5098142624
frame_488,138280.6897163391,124858.3272099495,113229.33435440063,112436.02633476257,115686.75935268402,128553.8375377655,115641.2810087204,151313.72213363647
frame_489,143201.8280029297,118513.62884044647,114412.27793693542,112144.72353458405,116230.70389032364,121296.2195277214,115543.07490587234,158657.55081176758
frame_490,148683.47346782684,116168.7970161438,113908.3281159401,114191.83760881424,117565.50520658493,121807.15799331665,117839.91754055023,149834.96069908142
frame_491,136395.29049396515,118474.52074289322,114879.37718629837,113493.79271268845,118980.49712181091,126365.85533618927,119503.96001338959,151906.72874450684
frame_492,138105.55636882782,116515.96426963806,113423.84666204453,112742.95300245285,116174.24339056015,123110.71157455444,118192.657828331,161734.11905765533
frame_493,139444.84293460846,126950.74081420898,113834.64187383652,114814.75830078125,117491.85621738434,125272.18461036682,117395.94489336014,144795.04525661469
frame_494,144765.63036441803,121526.78519487381,114198.50587844849,113240.83805084229,116976.33564472198,124122.80589342117,117996.90872430801,147172.1976995468
frame_495,137944.16189193726,118627.42900848389,113481.77492618561,114594.01994943619,115843.36310625076,120483.30903053284,117945.21659612656,161080.7627439499
frame_496,132882.222533226,116420.74584960938,113515.06412029266,113666.25130176544,118789.06190395355,121790.93807935715,120075.83677768707,162859.81237888336
frame_497,146869.4508075714,116413.61564397812,113723.92624616623,114440.63484668732,114598.02836179733,121001.12438201904,118023.16457033157,154930.07004261017
frame_498,130310.65464019775,121158.8904261589,116107.55324363708,114419.23677921295,119966.32069349289,128272.83143997192,120010.99437475204,149753.51095199585
frame_499,141761.24334335327,113970.86083889008,114184.94582176208,113678.4702539444,115470.39449214935,124629.63908910751,118170.02296447754,158134.43064689636
frame_500,145652.69649028778,121065.57935476303,113611.08720302582,113696.82848453522,118508.81576538086,123009.73385572433,119366.32543802261,145088.92595767975
frame_501,138805.86624145508,116228.78909111023,113397.19593524933,113521.94845676422,118123.68780374527,127345.9941148758,119314.22352790833,153262.28737831116
frame_502,135645.15113830566,117935.71710586548,115266.62111282349,117336.88414096832,120174.28874969482,124163.34450244904,118977.06240415573,150500.89359283447
frame_503,140514.61219787598,121193.83364915848,114749.43161010742,114159.9789261818,117602.63890028,120869.18205022812,119793.86955499649,151116.46056175232
frame_504,135610.13340950012,121012.59082555771,113666.99635982513,113720.58093547821,117912.8810763359,124588.4969830513,119506.96259737015,153981.37271404266
frame_505,135368.80910396576,119775.24310350418,114990.74846506119,116981.72986507416,116587.04280853271,126055.44924736023,120298.5867857933,149942.39807128906
frame_506,134234.4433069229,116166.32342338562,112447.77590036392,113878.88342142105,117425.46409368515,123986.08028888702,118466.24314785004,163394.80876922607
frame_507,145968.03486347198,117734.61848497391,115996.5768456459,113377.61580944061,115368.05331707001,121784.2847108841,119135.2903842926,150635.54048538208
frame_508,144086.8377685547,121350.67582130432,113247.99805879593,114347.71865606308,118848.7634062767,127827.68905162811,117834.56057310104,142455.75666427612
frame_509,146021.47042751312,116889.85675573349,114106.52101039886,113936.20073795319,115406.96024894714,118523.0165719986,117169.8123216629,157946.21407985687
frame_510,135236.88912391663,122864.37302827835,114960.215985775,114214.9269580841,118788.92779350281,126890.83814620972,118927.35213041306,148116.46938323975
frame_511,134661.36157512665,116434.45491790771,115780.10767698288,115168.7353849411,119885.01995801926,124168.0160164833,120121.2927699089,153781.0117006302
frame_512,139284.6703529358,118380.99360466003,115000.95576047897,113362.70719766617,117353.94597053528,124365.2030825615,119014.14394378662,153237.43224143982
