,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_201,139315.03891944885,115726.32193565369,113762.79592514038,115534.98357534409,117011.46513223648,123420.95375061035,117989.41344022751,157239.01987075806
frame_202,141564.17548656464,123283.19251537323,114731.90784454346,115220.44986486435,122263.28998804092,126044.89922523499,118281.84872865677,138610.25869846344
frame_203,134717.00251102448,115482.01739788055,112763.00996541977,111868.9775466919,115914.15107250214,120549.7682094574,116325.743496418,172379.37450408936
frame_204,149573.6837387085,118342.71252155304,115068.62938404083,113118.05248260498,115350.35818815231,125990.15235900879,119193.09943914413,143363.26718330383
frame_205,133541.8075323105,119640.82717895508,115270.12288570404,115714.81823921204,117667.82402992249,125005.0812959671,115753.34519147873,157406.18109703064
frame_206,141353.13034057617,122064.76181745529,113208.8303565979,114305.90599775314,116128.24350595474,121095.17306089401,119440.73438644409,152403.16092967987
frame_207,150474.04170036316,119133.19677114487,114623.84462356567,113421.61148786545,115281.31365776062,118499.79311227798,117335.37912368774,151230.8120727539
frame_208,135931.16402626038,120767.59338378906,114776.94660425186,113477.38653421402,116763.02552223206,121432.6024055481,118275.33692121506,158575.8775472641
frame_209,149857.58066177368,120482.48946666718,114100.02410411835,114969.72292661667,117360.65149307251,120775.0216126442,118013.84389400482,144440.6658411026
frame_210,137217.83459186554,116884.7382068634,113610.05157232285,115041.8296456337,117218.45716238022,124132.06696510315,123008.26609134674,152886.7781162262
frame_211,139700.41275024414,123761.03550195694,117750.27960538864,114910.25984287262,118578.03910970688,128122.80654907227,117009.34916734695,140167.84727573395
frame_212,141417.54806041718,120275.94447135925,113614.2909526825,117002.37542390823,116641.26813411713,118215.77697992325,120225.77971220016,152606.9939136505
frame_213,138452.99184322357,116738.09587955475,112949.60230588913,112067.55042076111,114979.75140810013,121689.8187994957,116595.19374370575,166526.97324752808
frame_214,142820.67120075226,115641.43002033234,115023.92590045929,114117.72668361664,116887.50982284546,121219.05386447906,117340.79569578171,156948.87936115265
frame_215,136735.60321331024,116946.69723510742,114885.6058716774,114553.28017473221,119240.92471599579,125580.23631572723,119667.26928949356,152390.39063453674
frame_216,134367.48087406158,120097.66697883606,113586.37362718582,114026.00258588791,118388.98807764053,125746.05643749237,119769.90848779678,154017.53783226013
frame_217,144083.84263515472,120079.07778024673,113854.71373796463,114118.16626787186,117348.68586063385,127143.05520057678,116397.16476202011,146975.3235578537
frame_218,139488.5629415512,116002.59691476822,116098.0835556984,114711.31443977356,116977.57244110107,123507.38048553467,118052.8849363327,155161.58938407898
frame_219,139056.08654022217,117886.78914308548,113724.01565313339,113276.6306400299,118941.35922193527,121532.71585702896,118416.62228107452,157165.70615768433
frame_220,141327.33643054962,118393.11569929123,115102.23895311356,114569.82791423798,118896.53652906418,124801.51653289795,119313.66473436356,147595.80790996552
frame_221,135182.51478672028,119531.13973140717,114201.50846242905,113455.1540017128,116318.18115711212,121602.19252109528,119019.59031820297,160689.69666957855
frame_222,140697.8964805603,116366.40131473541,113659.38186645508,111858.74789953232,114500.47791004181,120715.83420038223,116720.85523605347,165480.44979572296
frame_223,139558.1215620041,116633.62383842468,113586.9026184082,112907.85670280457,117447.96484708786,121374.07064437866,120199.20349121094,158292.2339439392
frame_224,136934.36980247498,119498.1336593628,113975.1598238945,116034.29913520813,115912.48959302902,118106.35030269623,118428.23028564453,161110.93759536743
frame_225,138529.59871292114,117858.62594842911,113097.98806905746,113289.79581594467,117516.62939786911,119462.5124335289,121604.51710224152,158640.3250694275
frame_226,141181.15603923798,118894.66643333435,114405.51280975342,113434.71705913544,115987.92672157288,119816.3703083992,116959.28126573563,159320.33956050873
frame_227,140111.17815971375,120012.93152570724,114528.26112508774,114515.45357704163,118448.56292009354,119411.52065992355,125109.30001735687,147862.7622127533
frame_228,129411.02683544159,118705.60795068741,114541.86588525772,116034.70146656036,117788.69479894638,128347.7395772934,119816.03503227234,155354.3210029602
frame_229,141296.1333990097,115398.53364229202,113721.19188308716,112147.16732501984,116977.44578123093,123027.17566490173,117475.92687606812,159956.4403295517
frame_230,135219.38025951385,118406.97377920151,114402.4133682251,115569.30840015411,119434.71431732178,128854.1704416275,117863.08139562607,150249.9282360077
frame_231,143557.93595314026,120364.03268575668,114795.48364877701,114501.74450874329,117218.09953451157,126937.83640861511,120427.90651321411,142196.99800014496
frame_232,136033.0581665039,116873.80075454712,114667.25915670395,112459.16038751602,117830.5596113205,121284.95424985886,119799.9119758606,161051.22864246368
frame_233,139068.40980052948,117125.71233510971,115464.2403125763,113722.04124927521,116564.34834003448,122911.98968887329,121778.57756614685,153364.68815803528
frame_234,136932.53695964813,119886.97946071625,113649.1596698761,113215.55823087692,118012.90512084961,122514.82158899307,118843.58525276184,156944.45371627808
frame_235,139115.63158035278,115522.8391289711,115133.24081897736,114770.26343345642,117809.98855829239,121634.12570953369,119979.34430837631,156034.61861610413
frame_236,137719.09475326538,121464.58774805069,114802.40523815155,115436.20377779007,116257.36951828003,119905.47925233841,117372.49046564102,157042.29474067688
frame_237,137371.61457538605,118459.83564853668,113967.4112200737,113903.00840139389,116444.94533538818,126350.32832622528,116685.59908866882,156817.30210781097
frame_238,139053.3745288849,118322.52889871597,114512.1231675148,113273.04691076279,115946.47914171219,117689.87774848938,119811.39332056046,161391.2135362625
frame_239,147474.36344623566,117668.10715198517,114645.42895555496,114389.94109630585,116868.89082193375,123531.37880563736,118950.57559013367,146471.2917804718
frame_240,142764.32991027832,119531.35579824448,112726.88955068588,112306.68425559998,116078.81635427475,118975.01349449158,119646.72058820724,157970.21985054016
frame_241,136961.62402629852,116147.19033241272,114786.90057992935,113870.91130018234,117174.69990253448,119729.95847463608,117823.69762659073,163505.04755973816
frame_242,146926.92458629608,119904.45107221603,113574.91463422775,113803.08866500854,116914.08604383469,122891.29197597504,119625.34487247467,146359.8906993866
frame_243,137184.21757221222,114306.12951517105,113125.92774629593,114587.25482225418,116731.74798488617,123179.54003810883,117347.87374734879,163537.3830795288
frame_244,148923.05433750153,117341.31723642349,114007.33888149261,113576.57611370087,118334.53178405762,124131.23995065689,119138.4494304657,144547.4922657013
frame_245,136350.49760341644,120767.62318611145,114729.21818494797,114615.61918258667,116674.16244745255,123470.53736448288,119039.51317071915,154352.7990579605
frame_246,143387.7795934677,119644.81323957443,115736.76019906998,114329.44238185883,121571.47377729416,126048.89273643494,119923.62141609192,139357.23900794983
frame_247,139257.0286989212,124734.23779010773,115387.02994585037,113143.60052347183,118419.30449008942,124906.66657686234,120009.37759876251,144142.7320241928
frame_248,142592.6238298416,124533.30308198929,113437.02673912048,113793.29860210419,117886.89345121384,120271.13884687424,121305.36139011383,146180.31680583954
frame_249,144632.05635547638,125852.01859474182,115642.66681671143,118576.95877552032,120131.58202171326,122898.04220199585,119438.7748837471,132827.93760299683
frame_250,137743.08562278748,116673.2907295227,113726.86177492142,114885.39725542068,118130.83291053772,125726.8488407135,119492.00183153152,153621.70338630676
frame_251,137440.80066680908,116811.74486875534,114492.66970157623,114835.64972877502,118734.64286327362,123251.64675712585,119124.37528371811,155308.5446357727
frame_252,138339.96653556824,116615.80204963684,114564.9328827858,116952.50868797302,118178.91150712967,120343.43928098679,119629.16702032089,155375.31673908234
frame_253,136007.3685646057,117680.6390285492,116026.71444416046,113985.5608344078,117222.57733345032,121930.66626787186,120759.7404718399,156386.80756092072
frame_254,137765.89930057526,119074.40423965454,113582.72284269333,111917.77139902115,115166.69392585754,120256.19298219681,117489.5316362381,164746.77622318268
frame_255,138433.14349651337,124590.16591310501,115350.27623176575,116139.70249891281,116943.78405809402,121590.53981304169,119346.76021337509,147605.59797286987
frame_256,135731.13083839417,119980.54385185242,114743.12841892242,113318.96483898163,117743.52192878723,121660.10588407516,118239.8721575737,158582.6873779297
frame_257,143156.2900543213,120464.57082033157,115682.73603916168,116151.46696567535,118168.6595082283,124172.51616716385,118065.2379989624,144138.51499557495
frame_258,149859.36880111694,116847.26923704147,113754.041492939,113934.39769744873,116005.3163766861,122318.12626123428,117017.52245426178,150263.9353275299
frame_259,137428.00056934357,117933.05724859238,115359.30633544922,113564.11874294281,119746.08153104782,123759.47833061218,120299.94279146194,151910.08150577545
frame_260,136640.2506828308,118973.85120391846,114567.71939992905,113328.35257053375,118298.88075590134,127108.18648338318,116186.73801422119,154896.03579044342
frame_261,139436.67709827423,120910.86804866791,115103.17027568817,113774.873316288,118607.00696706772,120391.04849100113,119722.12791442871,152054.20553684235
frame_262,140246.2124824524,116313.06260824203,115191.66082143784,115465.72297811508,118261.56824827194,124152.92114019394,120308.57056379318,150060.29605865479
frame_263,146448.7612247467,116789.34842348099,113550.93866586685,112849.91353750229,116761.4534497261,120574.24336671829,117779.94781732559,155245.37861347198
frame_264,143555.79018592834,119254.06754016876,114061.08736991882,113772.70519733429,115402.4600982666,120774.61183071136,119611.76246404648,153567.52276420593
frame_265,139999.94099140167,119156.22651576996,114944.27174329758,116065.41275978088,118802.22707986832,121456.98815584183,120994.16553974152,148580.77466487885
frame_266,145441.01059436798,117604.03960943222,114136.73311471939,113696.76887989044,115296.93007469177,121895.73049545288,119846.58241271973,152082.21971988678
frame_267,135484.4868183136,117947.92860746384,114425.85289478302,113904.02168035507,117393.57560873032,124056.77139759064,118982.98561573029,157804.36992645264
frame_268,144475.2812385559,115773.35745096207,115592.20403432846,116435.2223277092,116419.12907361984,121041.08184576035,120802.93148756027,149460.74783802032
frame_269,146195.48618793488,119281.77624940872,114923.45482110977,114883.46755504608,122486.71054840088,124013.65488767624,118892.25244522095,139323.24945926666
frame_270,136430.57644367218,121490.94045162201,113579.46693897247,112373.54576587677,118032.34368562698,123703.87464761734,117760.27083396912,156628.96633148193
frame_271,142196.56586647034,121241.67382717133,114233.93338918686,114318.84765625,116060.39106845856,122900.8287191391,122102.54371166229,146945.20831108093
frame_272,135619.52114105225,115591.8836593628,112461.85004711151,114875.30171871185,117561.36268377304,124984.85296964645,118950.16580820084,159955.06942272186
frame_273,140414.65520858765,117628.47751379013,113633.30483436584,113658.14507007599,116792.08278656006,124613.56073617935,117116.01167917252,156143.72491836548
frame_274,145722.92566299438,117631.75576925278,114486.62728071213,114478.4465432167,116027.07207202911,118701.77835226059,121985.68135499954,150965.66081047058
frame_275,138803.97379398346,122665.18175601959,114189.63968753815,115011.37167215347,118610.35227775574,122457.47447013855,117817.34973192215,150444.58210468292
frame_276,140339.03181552887,116984.7920536995,112429.11219596863,112565.0703907013,115161.03893518448,122342.41515398026,116299.67391490936,163878.84318828583
frame_277,137354.18021678925,119597.08482027054,114827.9756307602,114852.84566879272,117700.2564072609,128002.22635269165,118562.57170438766,149102.88155078888
frame_278,136781.90112113953,116726.64433717728,115999.66138601303,115729.95781898499,121183.29852819443,126096.42744064331,118518.81444454193,148963.3470773697
frame_279,144330.56116104126,119105.07827997208,113705.5903673172,113102.15294361115,116132.19231367111,121288.89560699463,117219.52259540558,155115.9918308258
frame_280,132627.78520584106,116185.46396493912,113886.22224330902,113500.28961896896,118575.69217681885,125295.9817647934,118609.77113246918,161318.838596344
